3950,23電子.csv
公司,年,市值(百萬元),dmv1,dmv2,股東權益總額,dna1,dna2,本期稅後淨利,de1,de2,營業費用─研究發展,rd1,rd2,普通股─現金股利,dd1,dd2,利息支出,di1,di2,現金及約當現金,dcash,資產總額,固定資產,ROA(C)稅前息前折舊前,ROAP,十大股東持股(不含董監)%,GOVP,負債比率％,負債總額,流動負債,流動資產
,,,dmv1,dmv2,,dna1,dna2,,de1,de2,,rd1,rd2,,dd1,dd2,,di1,di2,,dcash,,,,ROAP,,GOVP,,,,
6239 力成,12/31/2010,70470,-2158,36029,34080773,8757430,12569039,7647280,2691050,1102592,877752,201867,228877,2905988,441160,1013588,147919,-162902,-301837,10569479,2036782,57830306,24134366,29.69,30.23,20.55,16.29,41.07,23749533,15624757,24967626
6239 力成,12/30/2011,51225,-19245,-21403,35750360,1669587,10427017,4741543,-2905737,-214687,884050,6298,208165,1598293,-1307695,-866535,74787,-73132,-236034,13547353,2977874,62237149,25942185,25.76,29.69,15.02,20.55,42.56,26486789,13441021,29295542
6243 迅杰,12/31/2003,1093,NA,NA,389070,NA,NA,76718,NA,NA,70367,NA,NA,21872,NA,NA,526,NA,NA,84820,NA,496427,13645,17.42,NA,7.35,NA,21.63,107357,100602,430654
6243 迅杰,12/31/2004,378,-715,NA,342674,-46396,NA,3700,-73018,NA,70004,-363,NA,4936,-16936,NA,2164,1638,NA,151526,66706,657086,13730,3.33,17.42,9.11,7.35,47.85,314412,140419,598575
6243 迅杰,12/30/2005,1939,1561,846,624521,281847,235451,123734,120034,47016,83621,13617,13254,65593,60657,43721,2714,550,2188,230137,78611,859068,15462,18.64,3.33,11.53,9.11,27.3,234547,220905,783903
6243 迅杰,12/29/2006,4742,2803,4364,919614,295093,576940,228755,105021,225055,124899,41278,54895,134945,69352,130009,2856,142,692,347742,117605,1395455,12832,20.61,18.64,12.26,11.53,34.1,475841,386749,1305336
6243 迅杰,12/31/2007,7104,2362,5165,1459484,539870,834963,364200,135445,240466,142203,17304,58582,251143,116198,185550,6519,3663,3805,559066,211324,1710548,14553,28.12,20.61,9.62,12.26,14.68,251064,242407,1588188
6243 迅杰,12/31/2008,2077,-5027,-2665,1238195,-221289,318581,97983,-266217,-130772,184673,42470,59774,53178,-197965,-81767,3514,-3005,658,555456,-3610,1377542,26613,7.21,28.12,8.59,9.62,10.12,139347,130881,1269726
6243 迅杰,12/31/2009,5442,3365,-1662,1366165,127970,-93319,145561,47578,-218639,189711,5038,47508,120010,66832,-131133,63,-3451,-6456,663458,108002,1670580,26206,12.95,7.21,7.38,8.59,18.22,304415,296499,1564187
6243 迅杰,12/31/2010,3383,-2059,1306,1393988,27823,155793,135143,-10418,37160,161689,-28022,-22984,123011,3001,69833,36,-27,-3478,828585,165127,1667612,22053,10.99,12.95,8.28,7.38,16.41,273624,266536,1509210
6243 迅杰,12/30/2011,1148,-2235,-4294,1243968,-150020,-122197,-21649,-156792,-167210,124119,-37570,-65592,0,-123011,-120010,1220,1184,1157,710050,-118535,1406850,19091,3.85,10.99,6.49,8.28,11.58,162882,147702,1208503
6251 定穎,12/31/2009,10120,NA,NA,5574815,NA,NA,846886,NA,NA,58253,NA,NA,524805,NA,NA,12851,NA,NA,310742,NA,9725436,960930,14.48,NA,14.74,NA,42.68,4150621,3484011,4623590
6251 定穎,12/31/2010,5150,-4970,NA,4885362,-689453,NA,69965,-776921,NA,59279,1026,NA,26278,-498527,NA,20791,7940,NA,555732,244990,9532623,903929,3.01,14.48,10.11,14.74,48.75,4647261,3148340,4187041
6251 定穎,12/30/2011,3064,-2086,-7056,5455024,569662,-119791,295643,225678,-551243,58089,-1190,-164,71234,44956,-453571,22769,1978,9918,920507,364775,9683583,897693,5.33,3.01,8.09,10.11,43.67,4228559,2824317,4606866
6257 矽格,12/31/2003,5714,NA,NA,1967683,NA,NA,417509,NA,NA,13743,NA,NA,93296,NA,NA,10179,NA,NA,88114,NA,2988606,1992722,27.44,NA,10.96,NA,34.16,1020923,440247,844063
6257 矽格,12/31/2004,3079,-2635,NA,2574506,606823,NA,390769,-26740,NA,27443,13700,NA,173037,79741,NA,11530,1351,NA,195760,107646,3806645,2664421,23.31,27.44,15.83,10.96,32.37,1232139,775490,973112
6257 矽格,12/30/2005,4226,1147,-1488,3063655,489149,1095972,280863,-109906,-136646,52659,25216,38916,126340,-46697,33044,14659,3129,4480,545087,349327,4791701,3215593,18.55,23.31,6.39,15.83,36.06,1728046,859515,1355392
6257 矽格,12/29/2006,5658,1432,2579,4452923,1389268,1878417,568904,288041,178135,122702,70043,95259,416421,290081,243384,22396,7737,10866,286723,-258364,6708047,4646715,22.24,18.55,5.09,6.39,33.62,2255124,979559,1651679
6257 矽格,12/31/2007,5023,-635,797,5219294,766371,2155639,616115,47211,335252,145867,23165,93208,316633,-99788,190293,28613,6217,13954,436508,149785,7751150,5189832,24.58,22.24,19.15,5.09,32.66,2531856,1157247,1969915
6257 矽格,12/31/2008,2185,-2838,-3473,5109905,-109389,656982,322680,-293435,-246224,108413,-37454,-14289,154497,-162136,-261924,43107,14494,20711,1154409,717901,8013760,4857098,20.78,24.58,8.04,19.15,36.24,2903855,1290238,2367197
6257 矽格,12/31/2009,6479,4294,1456,5520870,410965,301576,505224,182544,-110891,94014,-14399,-51853,373106,218609,56473,28776,-14331,163,1478819,324410,7980928,4277916,21.73,20.78,6.91,8.04,30.82,2460058,1407642,2929986
6257 矽格,12/31/2010,9601,3122,7416,6872712,1351842,1762807,1070382,565158,747702,135531,41517,27118,807996,434890,653499,26687,-2089,-16420,2255054,776235,9436918,4360744,26.39,21.73,8.25,6.91,27.17,2564206,1420609,4165799
6257 矽格,12/30/2011,6959,-2642,480,6941923,69211,1421053,782558,-287824,277334,143220,7689,49206,290816,-517180,-82290,20211,-6476,-8565,2613196,358142,9318799,4119043,22.1,26.39,6.39,8.25,25.51,2376876,1540426,4396101
6269 台郡,12/31/2003,3122,NA,NA,941386,NA,NA,167161,NA,NA,62000,NA,NA,23790,NA,NA,2584,NA,NA,61223,NA,2167164,458548,12.36,NA,21.21,NA,56.56,1225778,624903,1575688
6269 台郡,12/31/2004,2561,-561,NA,1300711,359325,NA,268107,100946,NA,89947,27947,NA,132466,108676,NA,12841,10257,NA,186105,124882,2876144,702520,14.53,12.36,27.98,21.21,54.78,1575433,919794,1681085
6269 台郡,12/30/2005,2019,-542,-1103,1328085,27374,386699,-251084,-519191,-418245,105867,15920,43867,0,-132466,-23790,16844,4003,14260,79934,-106171,2664459,672105,-3.97,14.53,18.36,27.98,50.16,1336374,726771,1522400
6269 台郡,12/29/2006,1965,-54,-596,1291005,-37080,-9706,-56791,194293,-324898,82457,-23410,-7490,0,0,-132466,15729,-1115,2888,191810,111876,2526886,548943,1.72,-3.97,19.82,18.36,48.91,1235881,637148,1490220
6269 台郡,12/31/2007,2266,301,247,1391193,100188,63108,62271,119062,313355,64457,-18000,-41410,0,0,0,21707,5978,4863,288920,97110,2296845,480523,6.27,1.72,32.79,19.82,39.43,905652,584852,1263764
6269 台郡,12/31/2008,1197,-1069,-768,1686799,295606,395794,244016,181745,300807,102130,37673,19673,95800,95800,95800,11971,-9736,-3758,435518,146598,2550224,384677,19.48,6.27,36.36,32.79,33.86,863425,638600,1499023
6269 台郡,12/31/2009,7337,6140,5071,1992361,305562,601168,394085,150069,331814,102372,242,37915,205059,109259,205059,3935,-8036,-17772,805571,370053,3185089,352270,18.75,19.48,21.52,36.36,37.45,1192728,1044153,2121136
6269 台郡,12/31/2010,7878,541,6681,2233063,240702,546264,575800,181715,331784,121809,19437,19679,285426,80367,189626,3299,-636,-8672,365897,-439674,3682973,396249,20.97,18.75,18.33,21.52,39.37,1449910,1318118,2463780
6269 台郡,12/30/2011,14288,6410,6951,4738898,2505835,2746537,1150878,575078,756793,158021,36212,55649,352242,66816,147183,17148,13849,13213,1200774,834877,7590038,475499,26.12,20.97,19.07,18.33,37.56,2851140,2639212,5054660
6271 同欣電,12/31/2007,9376,NA,NA,2580684,NA,NA,504639,NA,NA,36616,NA,NA,345443,NA,NA,5328,NA,NA,727271,NA,3281107,759414,26.94,NA,31.67,NA,21.35,700423,541393,1636867
6271 同欣電,12/31/2008,3304,-6072,NA,3275947,695263,NA,424096,-80543,NA,43971,7355,NA,285855,-59588,NA,4436,-892,NA,447471,-279800,3939191,1020773,21.47,26.94,24.14,31.67,16.84,663244,435390,1467097
6271 同欣電,12/31/2009,14197,10893,4821,3660652,384705,1079968,453737,29641,-50902,38740,-5231,2124,375260,89405,29817,1754,-2682,-3574,622425,174954,4603410,1083907,14.7,21.47,26.92,24.14,20.48,942758,751977,1994721
6271 同欣電,12/31/2010,18222,4025,14918,5508571,1847919,2232624,788559,334822,364463,64577,25837,20606,567242,191982,281387,2049,295,-2387,2155728,1533303,7136113,1662578,19.56,14.7,27.94,26.92,22.81,1627542,1490103,3589745
6271 同欣電,12/30/2011,11910,-6312,-2287,8089865,2581294,4429213,963004,174445,509267,62180,-2397,23440,642520,75278,267260,3250,1201,1496,2606253,450525,9546090,2582087,17.65,19.56,24.94,27.94,15.25,1456225,1246113,4547180
6277 宏正科,12/31/2003,7676,NA,NA,2070052,NA,NA,472087,NA,NA,131428,NA,NA,402124,NA,NA,420,NA,NA,43717,NA,2509238,711013,25.65,NA,19.49,NA,17.5,439186,351174,1541006
6277 宏正科,12/31/2004,5820,-1856,NA,2020246,-49806,NA,496600,24513,NA,160436,29008,NA,442518,40394,NA,285,-135,NA,282281,238564,2623325,733174,26.97,25.65,6.82,19.49,22.99,603079,457310,1469339
6277 宏正科,12/30/2005,6429,609,-1247,2171899,151653,101847,602410,105810,130323,118959,-41477,-12469,380953,-61565,-21171,187,-98,-233,146528,-135753,2820289,782709,28.89,26.97,21.28,6.82,22.99,648390,480808,1387229
6277 宏正科,12/29/2006,8877,2448,3057,2602265,430366,582019,839005,236595,342405,184508,65549,24072,530893,149940,88375,3,-184,-282,541197,394669,3241695,926025,31.2,28.89,18.47,21.28,19.73,639430,417605,1577373
6277 宏正科,12/31/2007,10273,1396,3844,2770140,167875,598241,654105,-184900,51695,295540,111032,176581,474982,-55911,94029,16,13,-171,273350,-267847,3531096,1084158,22.61,31.2,22.13,18.47,21.55,760956,484234,1510723
6277 宏正科,12/31/2008,4627,-5646,-4250,2506104,-264036,-96161,392370,-261735,-446635,350070,54530,165562,275802,-199180,-255091,204,188,201,276820,3470,3219006,1026012,16.07,22.61,22,22.13,22.15,712902,499570,1428514
6277 宏正科,12/31/2009,7908,3281,-2365,2680147,174043,-89993,392682,312,-261423,324955,-25115,29415,358413,82611,-116569,480,276,464,144394,-132426,3611787,1673035,13.75,16.07,21.65,22.0,25.79,931640,740837,1030136
6277 宏正科,12/31/2010,6320,-1588,1693,2876333,196186,370229,572640,179958,180270,324721,-234,-25349,489833,131420,214031,743,263,539,151973,7579,3984509,1323965,18.63,13.75,24.5,21.65,27.81,1108176,1022444,1257805
6277 宏正科,12/30/2011,6057,-263,-1851,2906229,29896,226082,515839,-56801,123157,348725,24004,23770,418149,-71684,59736,1694,951,1214,267119,115146,4143664,1310830,17.79,18.63,26.18,24.5,29.86,1237435,1101229,1333029
6278 台表科,12/31/2004,1138,NA,NA,1074949,NA,NA,148741,NA,NA,21216,NA,NA,33300,NA,NA,20649,NA,NA,125903,NA,3468655,669949,9.18,NA,27.16,NA,69.01,2393706,2273339,2226308
6278 台表科,12/30/2005,5887,4749,NA,1965973,891024,NA,473626,324885,NA,18464,-2752,NA,149622,116322,NA,26750,6101,NA,244734,118831,4625520,766012,17.96,9.18,21.28,27.16,57.5,2659547,2399808,2925142
6278 台表科,12/29/2006,8166,2279,7028,3469629,1503656,2394680,794069,320443,645328,22811,4347,1595,236220,86598,202920,26879,129,6230,380695,135961,5591953,719074,23.64,17.96,14.91,21.28,37.95,2122324,1750575,2290208
6278 台表科,12/31/2007,7945,-221,2058,4648767,1179138,2682794,970902,176833,497276,22319,-492,3855,278061,41841,128439,17294,-9585,-9456,159072,-221623,7560011,722442,21.86,23.64,17.69,14.91,38.51,2911244,2298321,2687375
6278 台表科,12/31/2008,3721,-4224,-4445,5105658,456891,1636029,753187,-217715,-40882,33982,11663,11171,247115,-30946,10895,20234,2940,-6645,863276,704204,7247615,599061,14.51,21.86,15.1,17.69,29.55,2141957,1438137,1783307
6278 台表科,12/31/2009,16717,12996,8772,6048649,942991,1399882,1223882,470695,252980,26162,-7820,3843,491692,244577,213631,5746,-14488,-11548,518073,-345203,8747182,567062,17.78,14.51,19.77,15.1,30.85,2698533,2024594,2528954
6278 台表科,12/31/2010,14854,-1863,11133,7948280,1899631,2842622,1624164,400282,870977,31665,5503,-2317,611644,119952,364529,1876,-3870,-18358,819400,301327,10800354,770329,20.33,17.78,19.75,19.77,26.41,2852074,1948365,2856648
6278 台表科,12/30/2011,14345,-509,-2372,9031401,1083121,2982752,1316633,-307531,92751,36711,5046,10549,480577,-131067,-11115,1367,-509,-4379,210188,-609212,12189081,1005971,14.75,20.33,16.61,19.75,25.91,3157680,1995079,2051183
6281 全國電,12/30/2005,4841,NA,NA,2262199,NA,NA,490291,NA,NA,0,NA,NA,367854,NA,NA,33,NA,NA,757391,NA,4515733,161055,18.32,NA,16.61,NA,49.9,2253534,2204341,4061213
6281 全國電,12/29/2006,5311,470,NA,2394586,132387,NA,526134,35843,NA,0,0,NA,411017,43163,NA,32,-1,NA,529810,-227581,4505643,125930,15.06,18.32,20.92,16.61,46.85,2111057,2060458,4038395
6281 全國電,12/31/2007,7089,1778,2248,2506896,112310,244697,575126,48992,84835,0,0,0,443113,32096,75259,0,-32,-33,947044,417234,4922077,153459,16.23,15.06,27.07,20.92,49.07,2415181,2364315,4412306
6281 全國電,12/31/2008,3457,-3632,-1854,2477681,-29215,83095,470100,-105026,-56034,0,0,0,423138,-19975,12121,0,0,-32,1875699,928655,4363677,145232,13.09,16.23,30.56,27.07,43.22,1885996,1828063,3812126
6281 全國電,12/31/2009,5712,2255,-1377,2090232,-387449,-416664,392203,-77897,-182923,0,0,0,353055,-70083,-90058,0,0,0,2384463,508764,4256703,112472,13.07,13.09,26.91,30.56,50.9,2166471,2075830,3783870
6281 全國電,12/31/2010,4685,-1027,1228,2148224,57992,-329457,431718,39515,-38382,0,0,0,345122,-7933,-78016,0,0,0,2123190,-261273,4080486,91253,13.75,13.07,35.89,26.91,47.35,1932262,1818498,3637166
6281 全國電,12/30/2011,5345,660,-367,2211715,63491,121483,458405,26687,66202,0,0,0,362776,17654,9721,0,0,0,2243789,120599,4596509,80255,13.76,13.75,29.79,35.89,51.88,2384794,2219639,4166789
6282 康舒,12/31/2003,14030,NA,NA,6168022,NA,NA,1315228,NA,NA,338879,NA,NA,738458,NA,NA,9458,NA,NA,2244490,NA,9882540,990495,17.58,NA,26.97,NA,37.59,3714518,3600499,6187555
6282 康舒,12/31/2004,12607,-1423,NA,6544426,376404,NA,1451783,136555,NA,443773,104894,NA,803992,65534,NA,7442,-2016,NA,1095469,-1149021,12093232,1038300,14.11,17.58,21.72,26.97,45.88,5548806,3467630,8538654
6282 康舒,12/30/2005,8327,-4280,-5703,6784423,239997,616401,564563,-887220,-750665,455051,11278,116172,279151,-524841,-459307,7012,-430,-2446,1597805,502336,12506288,1056228,4.5,14.11,18.78,21.72,45.75,5721865,5483929,8732514
6282 康舒,12/29/2006,6097,-2230,-6510,5233460,-1550963,-1310966,-1046521,-1611084,-2498304,562657,107606,118884,0,-279151,-803992,0,-7012,-7442,246512,-1351293,9344283,997788,-9.08,4.5,15.25,18.78,43.99,4110823,3813305,5510012
6282 康舒,12/31/2007,8082,1985,-245,6317470,1084010,-466953,721749,1768270,157186,515970,-46687,60919,481122,481122,201971,0,0,-7012,292275,45763,11400763,978843,8.39,-9.08,18.68,15.25,44.59,5083293,4718159,7453065
6282 康舒,12/31/2008,6088,-1994,-9,6859151,541681,1625691,905296,183547,1951817,584209,68239,21552,739526,258404,739526,0,0,0,1034565,742290,11378768,961215,9.95,8.39,18.23,18.68,39.72,4519617,4133439,7193336
6282 康舒,12/31/2009,14351,8263,6269,7153451,294300,835981,1037743,132447,315994,614230,30021,98260,826276,86750,345154,0,0,0,897133,-137432,12915032,981108,10.5,9.95,13.62,18.23,44.61,5761581,5300787,7285464
6282 康舒,12/31/2010,12836,-1515,6748,7264211,110760,405060,971890,-65853,66594,749282,135052,165073,659973,-166303,-79553,0,0,0,510660,-386473,13549409,1036697,8.8,10.5,7.69,13.62,46.39,6285198,5852729,7645750
6282 康舒,12/30/2011,8371,-4465,-5980,7385509,121298,232058,608059,-363831,-429684,787981,38699,173751,358215,-301758,-468061,0,0,0,158223,-352437,14165059,1095250,5.75,8.8,11.57,7.69,47.86,6779550,6275563,7709897
6283 淳安,12/31/2003,1848,NA,NA,581761,NA,NA,133615,NA,NA,12027,NA,NA,49950,NA,NA,38,NA,NA,23111,NA,940558,35241,18.51,NA,16.49,NA,38.15,358797,294940,356542
6283 淳安,12/31/2004,1005,-843,NA,631063,49302,NA,163986,30371,NA,4923,-7104,NA,49500,-450,NA,1558,1520,NA,150382,127271,1301201,52871,15.21,18.51,13.82,16.49,51.5,670138,317354,456986
6283 淳安,12/30/2005,1184,179,-664,858948,227885,277187,85031,-78955,-48584,4736,-187,-7291,0,-49500,-49950,946,-612,908,85977,-64405,1387154,51718,7.09,15.21,11.13,13.82,38.08,528206,386564,419077
6283 淳安,12/29/2006,1908,724,903,1258147,399199,627084,140315,55284,-23671,8371,3635,3448,51624,51624,2124,1421,475,-137,48314,-37663,1675612,47856,10.65,7.09,13.98,11.13,24.91,417465,325063,616719
6283 淳安,12/31/2007,2124,216,940,1433666,175519,574718,205977,65662,120946,5217,-3154,481,37536,-14088,37536,34,-1387,-912,60953,12639,2041768,46483,13.08,10.65,20.14,13.98,29.78,608102,504970,775065
6283 淳安,12/31/2008,1049,-1075,-859,1451407,17741,193260,45005,-160972,-95310,7294,2077,-1077,0,-37536,-51624,4255,4221,2834,105477,44524,2240031,45220,2.82,13.08,10.83,20.14,35.21,788624,685437,792913
6283 淳安,12/31/2009,1639,590,-485,1248050,-203357,-185616,-165109,-210114,-371086,3137,-4157,-2080,0,0,-37536,2722,-1533,2688,94717,-10760,1951027,42563,-6.95,2.82,10.52,10.83,36.03,702977,638518,607674
6283 淳安,12/31/2010,1395,-244,346,1365271,117221,-86136,2147,167256,-42858,2949,-188,-4345,0,0,0,1163,-1559,-3092,107418,12701,1865425,43069,1.02,-6.95,8.03,10.52,26.81,500154,416377,595815
6283 淳安,12/30/2011,656,-739,-983,1210235,-155036,-37815,-212470,-214617,-47361,11775,8826,8638,0,0,0,1259,96,-1463,207722,100304,1714930,127307,-11.2,1.02,10.17,8.03,29.43,504695,435520,428493
6285 啟碁,12/31/2003,10934,NA,NA,2551161,NA,NA,831104,NA,NA,402967,NA,NA,284743,NA,NA,111,NA,NA,424874,NA,4718608,776200,24.5,NA,11.32,NA,45.93,2167447,2162091,3675886
6285 啟碁,12/31/2004,5421,-5513,NA,2697690,146529,NA,463424,-367680,NA,479573,76606,NA,99349,-185394,NA,7353,7242,NA,294417,-130457,5280569,889179,12.49,24.5,11.29,11.32,48.91,2582879,2582879,3638025
6285 啟碁,12/30/2005,10381,4960,-553,4264234,1566544,1713073,598782,135358,-232322,501807,22234,98840,205744,106395,-78999,21238,13885,21127,521031,226614,7105235,907550,13.48,12.49,9.47,11.29,39.98,2841001,2841001,5479007
6285 啟碁,12/29/2006,13623,3242,8202,5271772,1007538,2574082,1185004,586222,721580,717262,215455,237689,486805,281061,387456,37379,16141,30026,804620,283589,10995237,844617,16.77,13.48,13.83,9.47,52.05,5723465,5723465,9123398
6285 啟碁,12/31/2007,11645,-1978,1264,5851780,580008,1587546,1066996,-118008,468214,749273,32011,247466,392962,-93843,187218,75448,38069,54210,1225602,420982,11045912,723772,14.45,16.77,15.57,13.83,47.02,5194132,5121403,8848452
6285 啟碁,12/31/2008,5184,-6461,-8439,5968037,116257,696265,721645,-345351,-463359,827546,78273,110284,231715,-161247,-255090,69025,-6423,31646,2124254,898652,10490773,958430,11.81,14.45,9.59,15.57,43.11,4522736,4509288,7929401
6285 啟碁,12/31/2009,13970,8786,2325,6628934,660897,777154,821623,99978,-245373,893746,66200,144473,446647,214932,53685,13625,-55400,-61823,1943766,-180488,10948763,1617820,12.32,11.81,6.33,9.59,39.45,4319829,4251420,7201142
6285 啟碁,12/31/2010,18833,4863,13649,8125078,1496144,2157041,1548984,727361,827339,1177885,284139,350339,953125,506478,721410,13794,169,-55231,2555710,611944,15315382,2006356,16.74,12.32,11.68,6.33,46.95,7190304,7044237,10155058
6285 啟碁,12/30/2011,14214,-4619,244,9348396,1223318,2719462,1709540,160556,887917,1375800,197915,482054,1012029,58904,565382,27229,13435,13604,2408110,-147600,18380212,1752207,14.68,16.74,16.44,11.68,49.14,9031816,7288106,12241933
6286 立錡,12/31/2003,9466,NA,NA,1078671,NA,NA,420854,NA,NA,157561,NA,NA,153516,NA,NA,0,NA,NA,134737,NA,1512847,109041,35.86,NA,14.04,NA,28.7,434176,421351,1323803
6286 立錡,12/31/2004,4731,-4735,NA,1355667,276996,NA,437521,16667,NA,184340,26779,NA,176651,23135,NA,0,0,NA,373096,238359,1727056,277756,28.15,35.86,13.27,14.04,21.5,371389,348946,1210877
6286 立錡,12/30/2005,12365,7634,2899,1727138,371471,648467,553165,115644,132311,271249,86909,113688,213511,36860,59995,63,63,63,423132,50036,2272172,285457,30.53,28.15,14.05,13.27,23.99,545034,504376,1695153
6286 立錡,12/29/2006,26353,13988,21622,2735553,1008415,1379886,1242541,689376,805020,327022,55773,142682,504456,290945,327805,503,440,503,609171,186039,3487292,289290,46.28,30.53,9.87,14.05,21.56,751739,701246,2873913
6286 立錡,12/31/2007,34804,8451,22439,3928005,1192452,2200867,1771176,528635,1218011,453342,126320,182093,1011485,507029,797974,30,-473,-33,835933,226762,4873252,318211,45.59,46.28,13.75,9.87,19.4,945247,887906,3879281
6286 立錡,12/31/2008,17534,-17270,-8819,4123524,195519,1387971,1343342,-427834,100801,651865,198523,324843,938726,-72759,434270,13,-17,-490,1429928,593995,5323228,483611,31.22,45.59,18.5,13.75,22.54,1199704,1176683,4055240
6286 立錡,12/31/2009,46563,29029,11759,5025322,901798,1097317,1544783,201441,-226393,842087,190222,388745,1139180,200454,127695,163,150,133,1212623,-217305,6836536,443821,30.77,31.22,17.94,18.5,26.49,1811214,1782442,5293895
6286 立錡,12/31/2010,36332,-10231,18798,5792251,766929,1668727,2182683,637900,839341,1065148,223061,413283,1485173,345993,546447,15,-148,2,1957070,744447,8036143,875665,35.71,30.77,18.77,17.94,27.92,2243892,2217839,5955776
6286 立錡,12/30/2011,18764,-17568,-27799,5802517,10266,777195,1530745,-651938,-14038,1261183,196035,419096,1039621,-445552,-99559,4,-11,-159,1776110,-180960,7596805,941748,26.98,35.71,18.81,18.77,23.62,1794288,1767803,5379016
6289 華上,12/31/2003,4968,NA,NA,1919758,NA,NA,381795,NA,NA,73775,NA,NA,261069,NA,NA,12925,NA,NA,282879,NA,2696904,1352154,24.47,NA,29.9,NA,28.82,777146,508806,1120589
6289 華上,12/31/2004,3425,-1543,NA,2130145,210387,NA,438552,56757,NA,137728,63953,NA,218663,-42406,NA,24894,11969,NA,301295,18416,3950052,2026926,23.69,24.47,29.17,29.9,46.07,1819907,647935,1687878
6289 華上,12/30/2005,4365,940,-603,2099303,-30842,179545,183667,-254885,-198128,172078,34350,98303,78523,-140140,-182546,26057,1163,13132,528477,227182,3748815,1689620,14.32,23.69,10,29.17,44,1649512,587517,1904303
