3950,23電子.csv
公司,年,市值(百萬元),dmv1,dmv2,股東權益總額,dna1,dna2,本期稅後淨利,de1,de2,營業費用─研究發展,rd1,rd2,普通股─現金股利,dd1,dd2,利息支出,di1,di2,現金及約當現金,dcash,資產總額,固定資產,ROA(C)稅前息前折舊前,ROAP,十大股東持股(不含董監)%,GOVP,負債比率％,負債總額,流動負債,流動資產
,,,dmv1,dmv2,,dna1,dna2,,de1,de2,,rd1,rd2,,dd1,dd2,,di1,di2,,dcash,,,,ROAP,,GOVP,,,,
2305 全友,12/31/2003,1912,-2151,-1107,2457682,-295404,-1206002,-257899,1221776,-486757,169629,45838,-90832,0,0,0,54733,-73594,-84114,261473,-191398,4823871,210041,-3.44,-23.13,18.25,19.06,49.05,2366189,1731478,1798340
2305 全友,12/31/2004,1038,-874,-3025,1737461,-720221,-1015625,-593807,-335908,885868,144004,-25625,20213,0,0,0,51798,-2935,-76529,101838,-159635,3646488,213422,-9.67,-3.44,14.46,18.25,52.35,1909027,1388384,1117029
2305 全友,12/30/2005,958,-80,-954,1645916,-91545,-811766,-186975,406832,70924,115697,-28307,-53932,0,0,0,37257,-14541,-17476,131736,29898,2817101,205352,-5.72,-9.67,15.33,14.46,41.57,1171185,914438,451249
2305 全友,12/29/2006,1233,275,195,1666717,20801,-70744,10087,197062,603894,101460,-14237,-42544,0,0,0,30050,-7207,-21748,29455,-102281,2636255,174950,2.76,-5.72,17.18,15.33,36.78,969538,829589,279702
2305 全友,12/31/2007,1028,-205,70,1611949,-54768,-33967,2708,-7379,189683,64914,-36546,-50783,0,0,0,17932,-12118,-19325,55920,26465,1966681,132801,1.84,2.76,16.08,17.18,18.04,354732,278135,340082
2305 全友,12/31/2008,489,-539,-744,1471601,-140348,-195116,-185780,-188488,-195867,51786,-13128,-49674,0,0,0,5194,-12738,-24856,87217,31297,1904398,118960,-8.08,1.84,17.71,16.08,22.73,432797,234864,390631
2305 全友,12/31/2009,1046,557,18,1196318,-275283,-415631,-270513,-84733,-273221,62229,10443,-2685,0,0,0,4408,-786,-13524,47677,-39540,1616012,112327,-12.64,-8.08,19.36,17.71,25.97,419694,282117,202154
2305 全友,12/31/2010,1036,-10,547,1085172,-111146,-386429,-98363,172150,87417,71221,8992,19435,0,0,0,6039,1631,845,55275,7598,1425277,112225,-5.31,-12.64,19.02,19.36,23.86,340105,320052,122231
2305 全友,12/30/2011,742,-294,-304,1193250,108078,-3068,51347,149710,321860,85449,14228,23220,0,0,0,8234,2195,3826,31186,-24089,1595984,86275,5.34,-5.31,19.32,19.02,25.23,402734,392148,98063
2308 台達電,12/28/1991,6037,NA,NA,1939310,NA,NA,174661,NA,NA,124352,NA,NA,0,NA,NA,35993,NA,NA,445736,NA,3570917,1066356,11.87,NA,34.23,NA,45.69,1631607,951354,2049299
2308 台達電,12/29/1992,6674,637,NA,2436397,497087,NA,366592,191931,NA,89052,-35300,NA,0,0,NA,49324,13331,NA,410580,-35156,4278058,1198512,14.63,11.87,34.23,34.23,43.05,1841661,1240952,2551431
2308 台達電,12/31/1993,15344,8670,9307,3591665,1155268,1652355,736485,369893,561824,136344,47292,11992,0,0,0,36836,-12488,843,684840,274260,5412344,1004761,18.71,14.63,33.64,34.23,33.64,1820679,1637335,3383006
2308 台達電,12/31/1994,18788,3444,12114,4299554,707889,1863157,676673,-59812,310081,182200,45856,93148,0,0,0,11507,-25329,-37817,531058,-153782,6584068,989901,14.21,18.71,31.53,33.64,34.7,2284514,2136803,4342500
2308 台達電,12/30/1995,12507,-6281,-2837,5631155,1331601,2039490,1291984,615311,555499,392407,210207,256063,149314,149314,149314,25255,13748,-11581,645651,114593,8269394,1348387,18.53,14.21,31.2,31.53,31.9,2638239,2129272,4822833
2308 台達電,12/31/1996,26064,13557,7276,7039424,1408269,2739870,1512040,220056,835367,594919,202512,412719,195132,45818,195132,43910,18655,32403,698134,52483,11479469,1990577,17.1,18.53,30.8,31.2,38.68,4440045,3816669,5528642
2308 台達電,12/31/1997,58071,32007,45564,11507279,4467855,5876124,2305673,793633,1013689,830875,235956,438468,711471,516339,562157,221262,177352,196007,3260542,2562408,17958591,2263454,20.66,17.1,29.95,30.8,35.92,6451312,3363142,8763988
2308 台達電,12/31/1998,58030,-41,31966,13343057,1835778,6303633,2235371,-70302,723331,1248615,417740,653696,1231513,520042,1036381,156601,-64661,112691,1914434,-1346108,19942173,2822371,15.78,20.66,28.57,29.95,33.09,6599116,3106395,6720764
2308 台達電,12/28/1999,99896,41866,41825,20256444,6913387,8749165,3647886,1412515,1342213,1610416,361801,779541,1499867,268354,788396,158788,2187,-62474,2312296,397862,29328539,3446552,15.97,15.78,25.8,28.57,30.93,9072095,6281501,9869528
2308 台達電,12/30/2000,98785,-1111,40755,25014525,4758081,11671468,5213470,1565584,2978099,1976781,366365,728166,2147885,648018,916372,70444,-88344,-86157,7290727,4978431,43952817,3969421,15.29,15.97,25.23,25.8,43.09,18938292,11833185,16113146
2308 台達電,12/31/2001,71962,-26823,-27934,27563356,2548831,7306912,3584564,-1628906,-63322,1905327,-71454,294911,1486825,-661060,-13042,110706,40262,-48082,4661998,-2628729,46221106,3171943,8.89,15.29,24.8,25.23,40.37,18657750,15260718,14704002
2308 台達電,12/31/2002,56347,-15615,-42438,30134082,2570726,5119557,4275671,691107,-937799,1928361,23034,-48420,2775758,1288933,627873,109904,-802,39460,980185,-3681813,49521540,3044235,10.09,8.89,24.45,24.8,39.15,19387458,15795229,15072960
2308 台達電,12/31/2003,64391,8044,-7571,31681502,1547420,4118146,5215373,939702,1630809,2212681,284320,307354,3330614,554856,1843789,65965,-43939,-44741,5778174,4797989,55760952,3012928,9.28,10.09,24.07,24.45,43.18,24079450,14222946,19817110
2308 台達電,12/31/2004,88814,24423,32467,33123793,1442291,2989711,6661698,1446325,2386027,2232969,20288,304608,4018467,687853,1242709,58355,-7610,-51549,5467832,-310342,56290949,3505493,11.37,9.28,23.59,24.07,41.16,23167156,14260515,24762783
2308 台達電,12/30/2005,123184,34370,58793,43399551,10275758,11718049,7552940,891242,2337567,2434027,201058,221346,5521267,1502800,2190653,102262,43907,36297,5768692,300860,66286957,4179000,12.89,11.37,12.11,23.59,34.53,22887406,20062966,28520789
2308 台達電,12/29/2006,206791,83607,117977,49819918,6420367,16696125,11330841,3777901,4669143,2880029,446002,647060,8862495,3341228,4844028,4385,-97877,-53970,7634603,1865911,66747281,4348514,19.78,12.89,35.04,12.11,25.36,16927363,12891439,17520841
2308 台達電,12/31/2007,233812,27021,110628,59780853,9960935,16381302,15061305,3730464,7508365,1956419,-923610,-477608,11585295,2722800,6064028,140,-4245,-102122,6538089,-1096514,83335108,4146476,22.48,19.78,33.57,35.04,28.26,23554255,18196549,16893738
2308 台達電,12/31/2008,138750,-95062,-68041,58343464,-1437389,8523546,10250915,-4810390,-1079926,509602,-1446817,-2370427,7647640,-3937655,-1214855,14123,13983,9738,2282423,-4255666,81744359,4451199,14.83,22.48,33.1,33.57,28.63,23400895,16921656,10136114
2308 台達電,12/31/2009,225730,86980,-8082,63301089,4957625,3520236,11657475,1406560,-3403830,553580,43978,-1402839,10012755,2365115,-1572540,42829,28706,42689,1430136,-852287,91100525,3873808,14.45,14.83,33.92,33.1,30.52,27799436,19108654,9768309
2308 台達電,12/31/2010,341298,115568,202548,75831462,12530373,17487998,15754207,4096732,5503292,273643,-279937,-235959,12480034,2467279,4832394,50452,7623,36329,1116442,-313694,103745599,4612953,17.01,14.45,34.17,33.92,26.91,27914137,13804424,9478619
2308 台達電,12/30/2011,173045,-168253,-52685,77820778,1989316,14519689,10991031,-4763176,-666444,129192,-144451,-424388,8417324,-4062710,-1595431,71922,21470,29093,8437582,7321140,119788567,6333083,10.85,17.01,33.62,34.17,35.03,41967789,13959483,16582622
2311 日月光,12/28/1991,5702,NA,NA,1501644,NA,NA,134024,NA,NA,0,NA,NA,0,NA,NA,10635,NA,NA,27897,NA,1961380,480024,14.83,NA,0,NA,23.44,459736,456148,381761
2311 日月光,12/29/1992,5361,-341,NA,2188763,687119,NA,-33988,-168012,NA,0,0,NA,0,0,NA,13948,3313,NA,39292,11395,2614653,603574,4.43,14.83,0,0.0,16.29,425890,425890,601900
2311 日月光,12/31/1993,18885,13524,13183,2728387,539624,1226743,524877,558865,390853,0,0,0,0,0,0,29260,15312,18625,250568,211276,4214613,1156553,20.55,4.43,0.92,0.0,35.26,1486226,765366,1456376
2311 日月光,12/31/1994,23530,4645,18169,3758574,1030187,1569811,932308,407431,966296,64372,64372,64372,0,0,0,87126,57866,73178,81961,-168607,6867094,2297747,22.79,20.55,1.16,0.92,45.27,3108520,2475991,2517103
2311 日月光,12/30/1995,26586,3056,7701,10901570,7142996,8173183,2332655,1400347,1807778,116544,52172,116544,0,0,0,150066,62940,120806,1352874,1270913,15920366,5196283,25.38,22.79,11.68,1.16,31.52,5018796,3529943,4911746
2311 日月光,12/31/1996,38637,12051,15107,13158555,2256985,9399981,1971521,-361134,1039213,212707,96163,148335,0,0,0,221879,71813,134753,868602,-484272,19383096,5923781,16.93,25.38,0.85,11.68,32.11,6224541,3462484,5444527
2311 日月光,12/31/1997,116446,77809,89860,21033653,7875098,10132083,7403548,5432027,5070893,173150,-39557,56606,0,0,0,277321,55442,127255,6249191,5380589,37333019,8999368,31.93,16.93,0.73,0.85,43.66,16299366,5645753,12110142
2311 日月光,12/31/1998,96120,-20326,57483,21874808,841155,8716253,1603961,-5799587,-367560,205176,32026,-7531,0,0,0,611642,334321,389763,4291551,-1957640,35834048,10511331,11.26,31.93,0.72,0.73,38.96,13959240,4370047,8734256
2311 日月光,12/28/1999,221760,125640,105314,30057036,8182228,9023383,7794666,6190705,391118,303232,98056,130082,0,0,0,689165,77523,411844,2270298,-2021253,50455719,12552594,23.67,11.26,0.69,0.72,40.43,20398683,6257380,7936386
2311 日月光,12/30/2000,60268,-161492,-35852,43669214,13612178,21794406,5837149,-1957517,4233188,520310,217078,315134,0,0,0,1066021,376856,454379,6793592,4523294,70726145,17714958,15.86,23.67,0.62,0.69,38.26,27056931,11906614,14290982
2311 日月光,12/31/2001,105781,45513,-115979,41946321,-1722893,11889285,-2142219,-7979368,-9936885,507292,-13018,204060,0,0,0,1232452,166431,543287,5614903,-1178689,71656586,18058451,1.48,15.86,0.47,0.62,41.46,29710265,12727781,14541740
2311 日月光,12/31/2002,66397,-39384,6129,39430666,-2515655,-4238548,129035,2271254,-5708114,577945,70653,57635,0,0,0,977629,-254823,-88392,3841802,-1773101,68580838,20888848,4.11,1.48,20.68,0.47,42.5,29150172,11704753,11907514
2311 日月光,12/31/2003,124951,58554,19170,45122602,5691936,3176281,2742796,2613761,4885015,756097,178152,248805,0,0,0,650447,-327182,-582005,4839182,997380,76584124,22866828,7.97,4.11,22.87,20.68,41.08,31461522,10287608,15724356
2311 日月光,12/31/2004,98415,-26536,32018,51311759,6189157,11881093,4209690,1466894,4080655,1198376,442279,620431,411221,411221,411221,568082,-82365,-409547,2967634,-1871548,100260251,47197322,10.3,7.97,3.63,22.87,48.82,48948492,12993213,19564504
2311 日月光,12/30/2005,137372,38957,12421,47077428,-4234331,1954826,-4691187,-8900877,-7433983,1595342,396966,839245,0,-411221,0,991591,423509,341144,4913923,1946289,97806132,36429517,1.34,10.3,23.08,3.63,51.87,50728704,20614769,25317511
2311 日月光,12/29/2006,170618,33246,72203,66019899,18942471,14708140,17416151,22107338,13206461,1393691,-201651,195315,6941011,6941011,6529790,712834,-278757,144752,4517626,-396297,100852040,33635138,26.4,1.34,18.13,23.08,34.54,34832141,17576153,23022894
2311 日月光,12/31/2007,177645,7027,40273,75173361,9153462,28095933,12165249,-5250902,16856436,1584771,191080,-10571,9361728,2420717,9361728,454755,-258079,-536836,4229840,-287786,102045382,30781603,18.75,26.4,15.21,18.13,26.33,26872021,13339588,23650598
2311 日月光,12/31/2008,67150,-110495,-103468,69671994,-5501367,3652095,6160052,-6005197,-11256099,1796768,211997,403077,2736568,-6625160,-4204443,852027,397272,139193,3133212,-1096628,123931246,29296724,12.62,18.75,19.2,15.21,43.78,54259252,8550167,11426119
2311 日月光,12/31/2009,158342,91192,-19303,71616026,1944032,-3557335,6744546,584494,-5420703,2036633,239865,451862,1978190,-758378,-7383538,1070718,218691,615963,4079270,946058,133272998,30383071,11.25,12.62,21.06,19.2,46.26,61656972,18104951,17591613
2311 日月光,12/31/2010,204731,46389,137581,88556369,16940343,18884375,18337500,11592954,12177448,2775607,738974,978839,3932419,1954229,1195851,1060346,-10372,208319,1632102,-2447168,161626460,38809576,18.42,11.25,17.08,21.06,45.21,73070091,24443453,16752587
2311 日月光,12/30/2011,174970,-29761,16628,101169536,12613167,29553510,13725958,-4611542,6981412,3094997,319390,1058364,4325284,392865,2347094,893343,-167003,-177375,1475629,-156473,171078607,44897565,13.94,18.42,17.7,17.08,40.86,69909071,31159171,17147117
2312 金寶,12/28/1991,5233,NA,NA,1670197,NA,NA,132629,NA,NA,127725,NA,NA,72026,NA,NA,10299,NA,NA,82367,NA,2969203,1047922,6.77,NA,4.7,NA,43.75,1299006,1210603,1375636
2312 金寶,12/29/1992,3524,-1709,NA,1636644,-33553,NA,48493,-84136,NA,142918,15193,NA,0,-72026,NA,53397,43098,NA,185876,103509,3387728,1044279,3.89,6.77,0,4.7,51.69,1751084,1502141,1581618
2312 金寶,12/31/1993,10969,7445,5736,2450209,813565,780012,302669,254176,170040,187372,44454,59647,0,0,-72026,71204,17807,60905,341026,155150,4920124,1122925,10.05,3.89,0,0.0,50.2,2469915,2294615,2758657
2312 金寶,12/31/1994,11220,251,7696,3170345,720136,1533701,751209,448540,702716,253725,66353,110807,0,0,0,99470,28266,46073,332154,-8872,6766453,1170586,8.73,10.05,0,0.0,53.15,3596108,2283475,2666565
2312 金寶,12/30/1995,7379,-3841,-3590,4137138,966793,1686929,352509,-398700,49840,228505,-25220,41133,120193,120193,120193,140608,41138,69404,734952,402798,8154146,1144944,4.44,8.73,0,0.0,49.26,4017008,3008609,4187864
2312 金寶,12/31/1996,8811,1432,-2409,4422356,285218,1252011,420893,68384,-330316,252308,23803,-1417,0,-120193,0,97217,-43391,-2253,1621913,886961,8204699,1093472,5.41,4.44,0,0.0,46.1,3782343,2601037,4203583
2312 金寶,12/31/1997,14298,5487,6919,6908561,2486205,2771423,608913,188020,256404,296638,44330,68133,0,0,-120193,79449,-17768,-61159,1446683,-175230,10413557,399905,6.75,5.41,13.67,0.0,33.66,3504996,3227713,4075049
2312 金寶,12/31/1998,22912,8614,14101,8468866,1560305,4046510,1223396,614483,802503,397228,100590,144920,0,0,0,93593,14144,-3624,1175950,-270733,11637053,473388,14.65,6.75,24.6,13.67,27.22,3168187,2932918,3562578
2312 金寶,12/28/1999,46480,23568,32182,11858267,3389401,4949706,3568208,2344812,2959295,456854,59626,160216,320553,320553,320553,45714,-47879,-33735,3272925,2096975,15593197,693350,3.11,14.65,12.29,24.6,23.95,3734930,3650423,5996175
2312 金寶,12/30/2000,12778,-33702,-10134,12390160,531893,3921294,990243,-2577965,-233153,442840,-14014,45612,409581,89028,409581,141332,95618,47739,1448567,-1824358,18711059,797297,8.59,3.11,8.78,12.29,33.78,6320899,4992620,6287038
2312 金寶,12/31/2001,23010,10232,-23470,13108277,718117,1250010,1478463,488220,-2089745,408159,-34681,-48695,189388,-220193,-131165,141767,435,96053,1644746,196179,18648599,763103,6.91,8.59,15.97,8.78,29.71,5540322,4087991,5512083
2312 金寶,12/31/2002,19286,-3724,6508,14378596,1270319,1988436,1401526,-76937,411283,507560,99401,64720,538717,349329,129136,109885,-31882,-31447,560759,-1083987,18890890,722254,8.16,6.91,3.54,15.97,23.89,4512294,1917043,3665174
2312 金寶,12/31/2003,23114,3828,104,16263432,1884836,3155155,2444150,1042624,965687,597996,90436,189837,834039,295322,644651,106180,-3705,-35587,1385644,824885,20966063,670323,7.81,8.16,15.66,3.54,22.43,4702631,2138430,4436080
2312 金寶,12/31/2004,17933,-5181,-1353,16699817,436385,2321221,1782600,-661550,381074,554973,-43023,47413,906362,72323,367645,92574,-13606,-17311,1723944,338300,22017492,645415,8.07,7.81,17.47,15.66,24.15,5317675,3670198,4925568
2312 金寶,12/30/2005,19043,1110,-4071,17009380,309563,745948,1029994,-752606,-1414156,579059,24086,-18937,682571,-223791,-151468,74052,-18522,-32128,15495,-1708449,21691833,618811,4.44,8.07,19.9,17.47,21.59,4682453,3212086,3225559
2312 金寶,12/29/2006,18068,-975,135,21266371,4256991,4566554,840770,-189224,-941830,643920,64861,88947,697613,15042,-208749,34649,-39403,-57925,558597,543102,24340445,613767,2.5,4.44,19.27,19.9,12.63,3074074,2900333,3240947
2312 金寶,12/31/2007,15622,-2446,-3421,22667792,1401421,5658412,1113858,273088,83864,416103,-227817,-162956,856015,158402,173444,40178,5529,-33874,1053106,494509,28055396,572370,4.86,2.5,19.47,19.27,19.2,5387604,2840968,3964503
2312 金寶,12/31/2008,8822,-6800,-9246,18903451,-3764341,-2362920,94522,-1019336,-746248,272468,-143635,-371452,0,-856015,-697613,92062,51884,57413,591535,-461571,28674684,552366,0.38,4.86,18.19,19.47,34.08,9771233,4210029,4846959
2312 金寶,12/31/2009,13853,5031,-1769,22034171,3130720,-633621,-1233167,-1327689,-2347025,121302,-151166,-294801,0,0,-856015,63472,-28590,23294,989116,397581,32331786,530719,-1.4,0.38,18.24,18.19,31.85,10297615,5198829,5444529
2312 金寶,12/31/2010,15676,1823,6854,21486688,-547483,2583237,711577,1944744,617055,111795,-9507,-160673,145823,145823,145823,55623,-7849,-36439,1336640,347524,31602330,523222,2.7,-1.4,22.6,18.24,32.01,10115642,6570912,6612961
2312 金寶,12/30/2011,9186,-6490,-4667,19456574,-2030114,-2577597,30530,-681047,1263697,144323,32528,23021,138824,-6999,138824,70762,15139,7290,631449,-705191,29488642,1245496,0.71,2.7,24.03,22.6,34.02,10032068,6434361,4345179
2313 華通,12/28/1991,6679,NA,NA,2213455,NA,NA,129791,NA,NA,51015,NA,NA,50600,NA,NA,51788,NA,NA,462675,NA,3372407,1415791,11.41,NA,0,NA,34.37,1158952,521587,1110215
2313 華通,12/29/1992,5844,-835,NA,2317826,104371,NA,159774,29983,NA,27343,-23672,NA,111320,60720,NA,68243,16455,NA,845058,382383,3712994,1354269,12.76,11.41,0,0.0,37.58,1395168,680625,1497211
2313 華通,12/31/1993,10592,4748,3913,2598775,280949,385320,382309,222535,252518,26397,-946,-24618,122452,11132,71852,67701,-542,15913,1056065,211007,4109536,1316456,18.12,12.76,0,0.0,36.76,1510761,817628,1809930
2313 華通,12/31/1994,11265,673,5421,3088520,489745,770694,627428,245119,467654,66860,40463,39517,140820,18368,29500,59830,-7871,-8413,717531,-338534,4468685,1480003,21.57,18.12,0,0.0,30.89,1380165,867192,1647519
2313 華通,12/30/1995,11744,479,1152,4151428,1062908,1552653,1185354,557926,803045,106665,39805,80268,84492,-56328,-37960,59429,-401,-8272,1120413,402882,6826823,2290724,26.71,21.57,0,0.0,39.19,2675395,1596542,2681353
2313 華通,12/31/1996,19002,7258,7737,5296451,1145023,2207931,1235547,50193,608119,74019,-32646,7159,0,-84492,-140820,61789,2360,1959,445260,-675153,8163561,3041275,22.35,26.71,0,0.0,35.12,2867110,1652337,2655345
2313 華通,12/31/1997,57819,38817,46075,7918950,2622499,3767522,2330343,1094796,1144989,137971,63952,31306,0,0,-84492,87191,25402,27762,1027275,582015,13112755,5108235,29.06,22.35,0,0.0,39.61,5193805,2704408,4396764
2313 華通,12/31/1998,90850,33031,71848,10819161,2900211,5522710,2993522,663179,1757975,209808,71837,135789,0,0,0,145710,58519,83921,1575998,548723,17542693,7224795,28.12,29.06,0,0.0,38.33,6723532,4202332,5680017
2313 華通,12/28/1999,96176,5326,38357,11912002,1092841,3993052,1188294,-1805228,-1142049,222374,12566,84403,0,0,0,188849,43139,101658,858808,-717190,19980112,9595123,12.32,28.12,0,0.0,40.38,8068110,4049444,5281930
2313 華通,12/30/2000,94748,-1428,3898,15706958,3794956,4887797,3209504,2021210,215982,254052,31678,44244,0,0,0,413476,224627,267766,2815052,1956244,29088354,11876695,21.07,12.32,9.31,0.0,46,13381396,4957478,10846862
2313 華通,12/31/2001,42078,-52670,-54098,17079552,1372594,5167550,1028226,-2181278,-160068,235700,-18352,13326,0,0,0,392861,-20615,204012,3053680,238628,27066588,12111702,10.21,21.07,7.66,9.31,36.9,9987036,3897653,7596445
2313 華通,12/31/2002,16008,-26070,-78740,15838510,-1241042,131552,-1194428,-2222654,-4403932,222076,-13624,-31976,0,0,0,337098,-55763,-76378,2518600,-535080,27012565,11362909,0.37,10.21,12.34,7.66,41.37,11174055,2769719,8381731
2313 華通,12/31/2003,15573,-435,-26505,12764231,-3074279,-4315321,-2950280,-1755852,-3978506,194992,-27084,-40708,0,0,0,244300,-92798,-148561,1883710,-634890,24510303,9227487,-8.49,0.37,10.19,12.34,47.92,11746072,4242909,7912353
2313 華通,12/31/2004,11182,-4391,-4826,11652539,-1111692,-4185971,-3010071,-59791,-1815643,163962,-31030,-58114,0,0,0,188649,-55651,-148449,1685725,-197985,22114817,7091760,1.6,-8.49,8.32,10.19,47.31,10462278,4251569,8368096
2313 華通,12/30/2005,23558,12376,7985,14230557,2578018,1466326,306689,3316760,3256969,146092,-17870,-48900,0,0,0,171633,-17016,-72667,2534147,848422,24455564,6077626,6.42,1.6,21.24,8.32,41.81,10225007,5850749,9934255
2313 華通,12/29/2006,18529,-5029,7347,15184916,954359,3532377,1315183,1008494,4325254,156519,10427,-7443,479270,479270,479270,165759,-5874,-22890,1317577,-1216570,27389485,7142476,10.02,6.42,22.42,21.24,44.56,12204569,7880756,11015272
2313 華通,12/31/2007,13289,-5240,-10269,15709036,524120,1478479,695215,-619968,388526,138892,-17627,-7200,120051,-359219,120051,177507,11748,5874,1610564,292987,28452148,6933337,5.85,10.02,17.87,22.42,44.79,12743112,7431078,11849807
